Essay2malignantHL.jpg|Definitions for early stage unfavourable and favourable Hodgkin lymphoma|haemato-oncology|figure|tablesfigures|discussion
Essay2transfusion.jpg|British Society for Haematology: TRALI v TACO – clinical features and investigation|transfusion|figure|tablesfigures|discussion
G20.jpg|Histiocytic society diagnostic criteria for HLH|haemotology|figure|tablesfigures|discussion
G29.jpg|Grading scheme for assessing cardiac iron by MRI T2* |haemotology|figure|tablesfigures|discussion
G30.jpg|Stages of erythroid maturation|haemotology|figure|tablesfigures|discussion
G45.jpg|Characteristics of common iron chelators used in clinical practice |haemotology|figure|tablesfigures|discussion
GE1.jpg|Morphological features associated with plasma cell proliferations|haemotology|figure|tablesfigures|discussion
GE14.jpg|British Society for Haematology: drug-induced immune haemolytic anaemia|haemotology|figure|tablesfigures|discussion
GE7.jpg|Red cell morphological abnormalities|haemotology|figure|tablesfigures|discussion
GL12.jpg|British Society for Haematology: classification of autoimmune haemolytic anaemia|haemotology|figure|tablesfigures|discussion
GL13.jpg|British Society for Haematology: diagnostic approach to suspected autoimmune haemolytic anaemia|haemotology|figure|tablesfigures|discussion
GL15.jpg|British Society for Haematology: differential diagnosis of haemolytic anaemia |haemotology|figure|tablesfigures|discussion
Gl16.jpg|British Society for Haematology: investigations for autoimmune haemolytic anaemia|haemotology|figure|tablesfigures|discussion
GL17.jpg|British Society for Haematology: serological features of autoimmune haemolytic anaemia and cold agglutinins|haemotology|figure|tablesfigures|discussion
GL23.jpg|International prognostic score (Hasenclever index) for Hodgkin lymphoma|haemato-oncology|figure|tablesfigures|discussion
GL26.jpg|British Society for Haematology: salvage chemotherapy outcomes in relapsed Hodgkin lymphoma|haemato-oncology|figure|tablesfigures|discussion
GL27.jpg|British Society for Haematology: risk factors for inhibitor formation in congenital haemophilia|haemostasis|figure|tablesfigures|discussion
GL28.jpg|British Society for Haematology: potential factors that affect the outcome of immune toleration induction in congenital haemophilia|haemostasis|figure|tablesfigures|discussion
GL29.jpg|Features of hairy cell leukaemia and hairy cell leukaemia variant|haemato-oncology|figure|tablesfigures|discussion
GL3.cancer.thrombosis.jpg|Predictive model for chemotherapy-associated venous thromboembolism|haemostasis|figure|tablesfigures|discussion
GL31.jpg|Classification of von Willebrand disease|haemostasis|figure|tablesfigures|discussion
GL33.jpg|Desmopressin characteristics|haemostasis|figure|tablesfigures|discussion
GL34.jpg|5T heparin induced thrombocytopenia scoring system|haemostasis|figure|tablesfigures|discussion
GL35.jpg|British Society for Haematology: anticoagulant use in heparin induced thrombocytopenia|haemostasis|figure|tablesfigures|discussion
GL36.jpg|British Society for Haematology: blood component use in major haemorrhage in adults|transfusion|figure|tablesfigures|discussion
GL37.jpg|British Society for Haematology: practical algorithm for the management of major haemorrhage|transfusion|figure|tablesfigures|discussion
GL38.jpg|British Society for Haematology: details required on blood samples for the transfusion laboratory|transfusion|figure|tablesfigures|discussion
GL39.jpg|British Society for Haematology: pre‐treatment investigations and staging for primary central nervous system lymphoma|haemato-oncology|figure|tablesfigures|discussion
GL41.jpg|British Society for Haematology: causes of eosinophilia |haemotology|figure|tablesfigures|discussion
GL42.jpg|British Society for Haematology: rare iron loading conditions|haemotology|figure|tablesfigures|discussion
GL43.jpg|British Society for Haematology: management of mantle cell lymphoma|haemato-oncology|figure|tablesfigures|discussion
GL44.jpg|British Society for Haematology: drugs, compounds and dietary components/herbs that can affect platelet function|haemostasis|figure|tablesfigures|discussion
GL45.jpg|British Society for Haematology: agonists for light transmission aggregometry  |haemostasis|figure|tablesfigures|discussion
